Sentence,Global start,Global end
"Nickel hydrogen batteries on the station with lithium ion batteries on the port six truss, and that's the same worksite that we'll see the astronauts at today.",0.32,8.58
"They put these remaining spacewalks on hold as the alpha magnetic spectrometer spacewalks took place, and as teams on the ground investigated some issues with the battery charged discharge units on the space station.",8.955,20.94
"We'll talk about more about those BCDUs, the battery charge discharge units a little bit later.",21.16,27.224998
"Astronauts inside the station are supporting the spacewalk as well and also have a live video feed of the astronauts working out side, once they make it there.",29.204998,37.989998
"Andrew Morgan, as you can see in the right side of your screen, will eventually take his place at the controls of the Canada arm two We won't see any astronauts taking a ride on the Canada arm too today, but he will be commanding the location of the external pallet or the EP where astronauts will be removing and replacing some batteries later on.",38.13,57.92
The space station is currently in an orbital nighttime flying over the South Pacific Ocean about two hundred and sixty one statute miles over the earth.,65.615,75.07
"The space station moves at almost seventeen thousand five hundred mile per hour, seeing sixteen sunrises and sunsets a day, which we will also see on this spacewalk.",75.07,84.815
"As we've mentioned, this is a spacewalk to change out the batteries on the space station.",89.29,93.63
"Today, we'll see three old nickel hydrogen batteries removed and replaced with two new lithium ion batteries.",93.94501,100.845
We'll be discussing numbered batteries.,101.83,103.85
"Those are the old nickel hydrogen batteries, as well as some lettered batteries, and those are new.",103.909996,108.97
"Every time we see a battery moved, that requires two bolts to be loosened, scoops to be installed, and these scoops help the astronauts better handle the battery.",109.635,117.975006
"Two bolts to be fully removed, and then they'll pass the battery off to the other crew member who will soft docket, and then drive one bolt to secure it into the external pallet.",121.43,130.135
That external pallet is part of Jaxa or our Japanese counterparts HTV vehicle.,130.275,135.255
Arrival.,136.72,137.22
And those batteries will eventually be disposed.,138.31999,141.06
"If they're moving a battery to the integrated electronic Assembly, which is the battery pack pretty much of the International Space Station.",141.76,149.165
The astronauts will install those scoops to get a better hold.,149.465,152.92499
They'll release one bolt and then pass the battery off to their teammate who will soft dock it and drive two bolts to secure it to the IEA.,153.02,160.40001
"Or as we mentioned, the integrated electronics assembly.",160.845,163.745
"It all sounds pretty smooth and pretty fast, but things are a little bit more difficult when you're floating in space and wearing spacesuit.",164.605,171.58
They'll also take time to check the batteries to make sure that there's no micrometeoroid orbital debris and to make sure that all of the connections look good before they mate them with the space station.,173.15999,184.355
"To get a little more detail of what we expect to see today, we're going to take a look at an animation showing what our space walkers will be working on.",187.11,194.89
EV one with red stripes egresses the airlock followed by EV two.,199.145,203.93001
"While EV two puts her tool bag on a portable foot restraint, EV one translates to the forward face of the ISS.",204.87001,212.41
EV one secures both crew safety tethers and proceeds to the four bravo worksite at the port six location.,215.325,222.09001
EV two then follows the same path to the work site.,228.23001,231.94499
EV two installs the portable foot restraint and moves her tool bag to the other side of the integrated equipment assembly.,241.35,249.435
She breaks torque on the old nickel hydrogen battery in slot one and configures the worksite.,254.695,261.04
"Meanwhile, EV one secures her tool bag to the exposed pallet before joining EV two at the first battery.",270.215,277.89
EV two ingresses the portable foot restraint and releases two bolts using the sole grip tool.,288.475,295.84003
"EV two removes the battery, and the crew worked together to shepherd it to the exposed pellet.",299.18002,305.48502
