Sentence,Global start,Global end
You're watching NASA TV.,49.86182,51.641182
Good morning from the International Space Station Flight Control Room at the Johnson Space Center in Houston and Mission Control.,65.411964,71.538124
"As we begin our coverage today of US Space Walk eighty two, You are looking live inside the equipment lock of the Quest Airlock of the International Space Station as the the two astronauts who will venture out side the quest airlock a short time from now.",72.03763,87.09896
"Josh Cassidy, who is on the right side of your screen, wearing the suit, wearing the red stripes, and just hidden from the field of view, Frank Rubio, who's on the left side, being attended to by Koichi Wakata from the Japan Aerospace Exploration Agency, and NASA astronaut Nicole Mann.",87.278625,104.5589
There you see Rubio on the left.,104.5589,106.53816
"Those are our two astronauts for today who will venture outside for a spacewalk expected to last about seven hours, the focus of which will be on the starboard four truss of the International Space Station to install and monitor the deployment of one of the iroses, the ISS rollout solar arrays, one of two that were delivered on a SpaceX cargo Dragon resupply craft last Sunday to the international outpost.",106.59788,133.55287
The spacewalk today is the two fifty six in support of space station assembly maintenance and upgrades.,135.97993,142.19707
"The third spacewalk that is scheduled for expedition sixty eight so far this year, the eleventh out of the International Space Station in twenty twenty two.",142.61661,151.96071
"Casa and Rubio ventured outside back on November fifteenth for a seven hour eleven minute spacewalk in which they installed a so called modification kit, basically a series of brackets on the Starbird six truss of the International Space Station for a future spacewalk in which an irosa and ISS rollout solar array will be installed for the 1b power channel of the International Space Station.",152.41985,180.27327
That 1b channel will be a prime factor in today's spacewalk activities We'll be talking more about that in just a second.,180.61285,187.83879
"The irosa to be unfurled today to work in concert with its legacy solar array on the Starbird four Trust, again delivered last Sunday on a SpaceX cargo Dragon resupply craft will be removed from a flight support structure on the truss of the station.",188.25833,207.34773
"It will be hand carried by Casada who will be affixed in the manipulator foot restraints on the end of the space station robotic arm, the Canadarm two, and transported from the stowage position in which the array is located at the moment over to a bracket that was installed back in March of the International Space Station's Space Walk Array to be installed on the Starboard four truss and then unfurled that ISS roll out solar array to work in concert to augment the electrical output of the Three a power channel of the International Space Station.",207.64732,249.55304
Two zero and number two two.,250.09251,252.83139
We are in the two minute turnaround hold in step twenty.,253.6696,257.84775
Can correct all these good numbers?,262.22397,263.92337
Nicole Mann reading out the space suit readings.,266.50183,269.1208
Back to mission control here in Houston.,269.87982,272.11868
The crew is running about ten minutes ahead of the timeline in their spacewalk preparations.,272.11868,276.85657
"They won't get too much further ahead of the timeline, though, deliberately because all of the spacewalk work today is going to be timed out in explicit choreography to match the time that some of the work has to be done while we're in darkness or eclipse that will match the time for the mounting of the solar array, its electrical connections, and ultimately the demating of one of four electrical connectors for the 1b power channel solar array that we'll talk about in just a second.",277.29495,311.40607
"Just to recap the bidding on the ISS rollout solar arrays, the current, the original solar arrays called the legacy arrays although performing extremely well over the course of time, are showing some signs of degradation as expected.",311.9749,327.16705
"So to ensure sufficient power supply is maintained for the International Space Station, NASA is in the process of augmenting the existing solar arrays and the power channels for the station accompanied by those new solar arrays.",327.835,343.6766
"Ultimately, this will provide about a twenty percent to thirty percent increase in power for space station research and operations.",344.59485,350.89194
"The new arrays, the irosa's two of which have already been installed today will be the third of six currently planned for installation.",351.7298,359.14633
These new arrays will shade slightly over half of the length of the existing arrays and will be connected to the same power system again augmenting and boosting the existing power supply for space station operations.,359.9257,373.74802
"The eight current arrays, the original arrays are currently capable of generating about a hundred sixty watts, kilowatts of power during orbital daytime.",375.247,383.523
"When the station is flying in daylight, Half of that power is stored in the station's batteries for use while the station is in darkness.",383.78262,392.29773
"Each new solar array the iroses will produce more than twenty kilowatts of electricity, eventually totaling about a hundred twenty kilowatts of augmented power during the time the station flies during orbital daylight.",392.91714,405.681
"In addition, the remaining uncovered solar arrays and the partially uncovered original arrays will continue to generate about ninety five kilowatts of power So ultimately, we're gonna wind up with some two hundred fifteen kilowatts or so of power for the International Space Station.",406.3,423.41135
This is going to enable us to increase the amount of research and utilization in the future years of station operations.,423.91086,433.2562
The ISS rollout solar arrays.,434.16483,436.92343
"Again, this is the third in the series of six that are currently planned to be installed.",436.92343,442.82074
The other two arrays that have already been installed are on the port side at the one a and one b power channels.,443.6399,451.7448
Those are the ones that have already been installed.,451.7448,454.32376
"Today, we're operating on the starboard four trusses to install the power the ISS rollout solar array to augment power for the three a power channel.",454.82327,464.0377
"The next spacewalk that is scheduled for Rubio and Casada is planned for December nineteenth that we'll see them duplicate their efforts, that they will undertake today.",464.4972,476.5107
"But this time, on the port four truss of the International Space Station on December nineteenth when they install a roll out solar array for the four a power channel.",476.5107,487.73416
"Now, if time permits at the back end of today's spacewalk activity, The crew will conduct one final important task that being the demating of one of four electrical connectors on the Neighboring starboard six truss where the one b power channel solar array is located.",487.91382,508.37247
"About a week and a half ago, there was a power trip on that solar array very similar to what we saw back in March that reduced the power augmentation capability for the one b solar array.",510.91992,522.823
"Last about ten days ago when the latest power trip occurred, it took down the 1b channel altogether.",523.3625,528.8187
The power output for the systems associated with the 1b channel are currently being taken over by the 1A power channel without any impact to station operations.,529.718,541.0919
Or any research activities aboard the station.,541.58,544.07904
"However, in order to get that 1B power channel back up and running at some seventy five percent of capacity, it will be necessary for Casa da and Rubio to demate one of four electrical connectors very similar to what they'll be demating for the installation of the ISS rollout solar array during today's spacewalk.",544.1787,563.80786
"Once they demate that connector, the one b power channel can be reactivated by the Electrical Systems Officer here in mission control to get back to about seventy five percent of its augmented capability and that will bring the 1B power channel back online, albeit at a slightly degraded state.",564.50726,583.8451
While it awaits the installation of its ISS rollout solar array to be delivered on a SpaceX cargo flight next year.,584.2449,593.54047
If we can't complete either the complete,595.749,599.8472
"Installation and unfurling of the ISS rollout solar array for the three a power channel today or If we can't finish the demating of the electrical connector to enable us to reactivate the 1b power channel, then an additional spacewalk likely would be added this coming Wednesday, December seventh, that would see Casa and Rubio venture outside once again.",600.08002,625.78656
To complete the work that they would not be able to complete at the end of today's excursion.,625.995,630.7728599999999
"However, we're expecting that today's spacewalk to last about seven hours in duration.",631.032481,636.17928
"And at least the plan going in is to get that irosa for the three a power channel fully deployed, fully installed and deployed, and to demate that one electrical connector on the 1b power channel on the Starbird six truss to enable flight controllers to reactivate the 1B power channel and get it up and running to seventy five percent of its operating capability.",636.5988199999999,659.27608
As you watch Koichi Wakada of the Japan Aerospace X operation agency attach the equipment to Josh Cassidy's space suit.,691.72686,700.32255
"He will do the same to Frank Rubio who's on the left side of your screen a short time from now this in preparation for the installation of the SAFER units, the simplified aid for EVA rescue units jet powered backpacks that space walkers wear when they go out into the vacuum of space.",700.32255,718.112624
That enables them in the highly unlikely event they would become untethered to propel themselves back to the safety of structure on the International Space Station.,718.4522,728.30612
"Both crew members will have their safer units attached, and then they will be moved one by one into the back section or the crew lock section of the International Space Station's Quest Airlock, the hatch will be closed, and then plans will begin for the depressurization of the airlock in a two step fashion, down to vacuum, first down to five pounds per square inch of pressure, then down to vacuum.",729.0448299999999,754.0423099999999
"Prior to the time the crew had placed their suits on battery power, to mark the official start of today's spacewalk, a US based spacewalk out of the Quest airlock.",754.58179,764.10727
"It's elapsed time as measured from battery power on for the crew on their space suits to the time they're back inside in, repressurize, begin the repressurization of the airlock.",764.44686,775.5813899999999
Today's spacewalk again very intricate and very well choreographed to see the installation and unfurling of one of the two ISS rollout solar arrays on the three eighths power channel or the starboard four truss of the International Space Station to boost the power capability for that power channel.,777.21979,798.22902
"We have an animation that is narrated by the lead space walk officer today, Chris Mundy, in which he will explain all of the work to be performed outside by Josh Cassidy and Frank Rubio.",798.60858,809.65253
