Sentence,Global start,Global end
"Good morning, and thanks for joining us this Monday morning, February first for live coverage of today's spacewalk aboard the International Space Station.",24.74,32.345
"I'm Leah Chashire, and we are here live in Mission Control Houston at the NASA Johnson Space Center.",32.805,38.600002
"This is a live feed from the Space Station's Quest airlock where astronauts are continuing procedures to prepare themselves for the airlock for today's extra vehicular activity, the two hundred and thirty fourth spacewalk in the history of station assembly and maintenance.",38.98,53.705
Today's Facebook is scheduled to last approximately six and a half hours.,54.11,58.370003
"Today's Baseballwalkers are NASA astronauts, Michael Hawkins, and Victor glover.",59.63,64.045
"It's Hawkins's fourth spacewalk, and he'll be EV one wearing red stripes around the legs on his space suit.",64.265,70.125
"And it's the second spacewalk for Victor lover, who is EV two or extra vehicular crew member number two, and will have no stripes at the bottom of his space suit.",70.265,79.560005
"This is, as we mentioned, the two hundred and thirty fourth space walk, in the history of station assembly and maintenance.",79.845,85.625
It's the second spacewalk in the last week for this duo who ventured outside the hatch last Wednesday.,87.83,93.21
"As you can see inside the crew lock portion of the Quest Air Lock, NASA astronaut, Kate Rubens, helping the crew members get suited up today assisted by Jack astronaut or Japanese Aerospace exploration agency astronaut, Suichi Naguchi.",94.229996,110.170006
"Today Hopkins and glover will address a variety of tasks, including install installation of a final lithium ion battery adapter plate on the P4 Trust that will wrap up battery replacement work begun in January twenty seventeen.",112.845,126.79
"Hopkins and glover will remove another grapple fixture bracket on the same trust segment, replace an external camera on the starboard trust, install a new high definition camera on the Destiny Laboratory and replace component for the Japanese robotic arms camera system outside the Cabo module.",127.490005,143.46
Let's take a look in more detail of what we can expect to see today.,144.0,148.02
Translate to the four alpha integrated equipment assembly.,153.97499,157.355
"Where EV one installs a scoop on the direct current switching unit, and EV two stows a tool bag onto the adapter plate.",158.09,167.155
The crew work together to remove the adapter plate from slot two and bring it to slot six.,168.83499,175.095
"To install the adapter plate, The EV crew drive two bolts on the adapter plate.",182.64,189.19499
EV one drives one bolt on the lithium ion battery in slot five.,191.895,196.98
EV two uses a ratchet wrench to break torque on the direct current switching unit and then resets the torque at a lower value with the pistol grip tool.,198.24,208.97499
"EV two connects the adapter plate to the lithium ion battery, completing the circuit for the four alpha three channel.",212.47499,221.135
EV one translates to the four alpha beta gimbal simply.,225.11499,229.33
EV one removes the H fixture in preparation for a future EVA.,230.91,235.33
EV one then returns to the airlock.,237.275,239.935
EV two previously returned to the airlock and now goes to the external stowage platform two.,243.515,249.54999
"EV two removes a portable foot restraint and installs onto the robotic arm, and then ingress this.",250.81,258.115
Robotic arm takes EV two to the camera port three worksite at the S one lower outboard location EV one brings out the replacement camera group to the worksite.,259.055,273.645
With both crew at the worksite.,278.66498,280.37003
EV two releases three bolts and removes the failed camera group.,281.15002,286.725
The crew swap out the failed and replacement units.,289.765,293.065
Then EV two installs and drive three bolts.,296.05,299.59
