Sentence,Global start,Global end
"Go ahead, Jessica.",2.8,3.86
Good morning for mission control in Houston and the International Space Station Flight Control Room.,7.865,12.764999
"You are looking live inside the station's Quest Airlock where two astronauts, expedition sixty one commander, Luca Parmatino, of the European Space Agency on your right, and NASA flight engineer, Drew Morgan, on your left, are suited up ready to begin the first of at least four complex spacewalks to repair an invaluable cosmic gray detector on the truss of the orbital outpost.",12.905,34.775
The alpha magnetic spectrometer delivered to the International Space Station eight and a half years ago to study intricate cosmic events in the universe in the hope of better understanding dark matter and anti matter in the search for answers to the origin of the cosmos has been failing in recent years.,35.68,51.745
The AMS tracker thermal control system or TTCS as you will hear it referred to consists of two independent cooling loops with two pumps a piece to route carbon dioxide through the detector systems.,52.3,65.345
Those pumps have been degrading over time.,65.885,68.065
Three out of the four pumps have failed.,68.525,70.365
The last pump is failing only operating on an intermittent basis under certain thermal conditions.,70.365,75.89
A separate leak of carbon dioxide from the AMS' cooling system has added to the instruments current deteriorating condition.,76.35,83.15501
A new pump module called the upgraded tracker thermal pump system or UTTS contains four pumps and a resupply of carbon dioxide to enable AMS to function through the lifetime of the international space station.,83.935005,97.58
"The permanent shutdown of the old tracker thermal control system and the installation of the new upgraded tracker thermal pump system will bypass the existing failing loop, pumps, and will combine the two current cooling loops into a single more robust cooling loop.",98.115,112.86
This new pump package that will be mounted onto the AMS' existing pump system was launched to the International Space Station a few weeks ago courtesy of Northrop Grumman's Cygnus cargo craft.,113.205,124.25
"The spacewalks, which will all be conducted by Parmatano and Morgan, are considered to be the most complicated excursions since the space shuttle servicing missions to the Hubble Space Telescope, using more than twenty unique tools specifically designed and developed for the tasks at hand.",124.79,139.81999
"The two veteran spacewalkers will remove thermal insulation, a debris shield the current cooling loop supply of carbon dioxide and then perform intricate invasive work to cut stainless steel tubing and flex lines performing what in essence will be bypass surgery to equip the new pump assembly with the reconstructed cooling lines as well as power and data connections.",139.87999,161.72
"These space walks, were first designed and, began to be formulated some four years ago with a cast of thousands bringing us to this day, the first of at least four spacewalks to repair the alpha magnetic spectrometer.",163.32501,178.69
"Today's spacewalk will be two hundred twenty second space walk in support of ISS assembly maintenance and upgrades, the ninth space walk out of the international space station this year, The third spacewalk for Luca Parmatano.",186.755,199.855
"In his two previous spacewalks, he has logged seven hours and thirty nine minutes of spacewalking time.",200.395,206.015
This will be the fourth spacewalk for Drew Morgan since his arrival onboard the International Space Station in July.,206.31001,212.09001
Three previous spacewalks have totaled twenty hours and eighteen minutes of space walking time for Morgan.,212.55,218.425
"Back in the airlock, you have been watching, at the hatchway between the equipment lock section where the crew is currently suited up and the, and the crew lock section, which is the utmost compartment of the two compartment quest airlock.",218.96501,235.10501
"Christina Cook, who has been the prime, to help suit up, Luca Parmitano and Drew Morgan this morning, in the near field of view is NASA astronaut, Jessica Mir, who has been assisting Cook in the suit up procedures and will be the prime robotic operator operating the Kennadarn two robotic arm to maneuver Luca Parmatano around during all four spacewalks into various, tight spaces in the worksite on the starboard three truss of the international space station, where the alpha magnetic spectrometer is located.",235.32501,266.56
"As you see on the right, Luca parmitano, with the Italian flag on his left shoulder.",267.02,270.89502
"He is designated as EV one or extra vehicular crew member number one for, today's space walk wearing the suit bearing the red stripes his helmet camera, the view that you will see, basically over his shoulder, as he performs work outside of the International Space Station today, will have the number designation of eleven in the lower right hand corner of your screen once those helmet cam reviews are activated.",270.89502,296.125
"Drew Morgan on your left is desert designated today as EV two or extra vehicular crew member number two wearing the suit with no stripes his helmet cam camera number when you see the views, over his shoulder today will be number eighteen.",296.63,311.625
"As we look, at, Morgan on your left, parmitano, on your in real time here today, as they are right on the timeline preparing for a spacewalk that is scheduled to begin at approximately six zero five AM central time, We dialed back the clock twenty four hours to yesterday where, Morgan and Parmatano in the airlock preparing their suits paid homage on the fiftieth anniversary of the launch of Apollo twelve on humanity's second lunar landing on the moon.",334.41,362.945
"They wore, black, horn rim glasses, black skinny ties and white shirts, just as NASA flight controllers did in the, Apollo flight control room fifty years ago for the Apollo twelve mission under the command of Pete Conrad along with Dick Gordon and, the late Alan Bean who, whose name is born on the Cygnus, a cargo craft that arrived at the International Space Station just a couple of weeks ago.",363.38998,389.25998
"This was now back into our live view of the airlock as, Jessica Mirr, and Christina Cook, are preparing to help the crew Don safer jetpacks.",389.25998,400.44
You see the word safer.,400.66,401.69998
"That is the acronym for simplified aid for EVA Rescue, jet powered backpacks that are affixed to the back of the crew member's suits, so that they have a, propulsive capability in the highly unlikely event they would become untethered during the course of today's spacewalk.",401.69998,417.36
It was May sixteenth twenty eleven when the space shuttle endeavor lifted off from its launch pad at the Kennedy Space Center on its final flight.,438.53,446.105
The alpha magnetic spectrometer nestled at the rear of its cargo bay On route to the International Space Station to deliver this cosmic ray detector that will be the subject of all of the work associated with at least for spacewalks to repair and replace its cooling system.,446.565,461.77502
This view shows the alpha magnetic spectrometer being lifted out of the cargo bay with the shuttles robotic arm that was operated by Drew Feustel and Roberto Vitore of the European Space Agency.,462.23502,473.52002
"They handed off the AMS, to the Canadarm two robotic arm under the controls of NASA astronauts, Greg Shamatov, and Greg Box Johnson, who installed the AMS on the starboard three truss of the international space station where it currently resides to this day having acquired some one hundred forty billion detections of cosmic ray events in the universe and the study of dark matter and anti matter.",474.06,499.645
"The International Space Station is currently flying over the Western Pacific on a trajectory from southwestern northeast and an orbit inclined fifty one point six degrees to either side of the equator, orbiting at an altitude of some two hundred fifty five statute miles.",525.585,539.47003
"The, space walk, that is looming on the horizon today for Luca Parmitano and Drew Morgan, again, the first of at least four excursions outside of the Quest airlock to repair the alpha magnetic spectrometer.",540.335,551.71
"Today's spacewalk is essentially a scene center, in which, work will be done, to prepare for some of the more invasive work that will take place, in the space walks to follow.",552.25,563.335
John Malarski is the lead space walk officer for all of these alpha magnetic spectrometer repair excursions.,563.94,569.80005
"He recently sat down and provided a narrated view of, through the animation and our virtual reality laboratory of what you will see later today as Parmatano and Morgan conduct their spacewalk.",570.34,583.31
Crew will be starting out on the first of the AMS repair EVAs.,589.825,592.865
"Here we've got Luca Parmatano as EV one, and Drew Morgan as EV two.",592.865,597.62494
Luca is here picking up the WIF extender,597.62494,599.96497
To install on the end of the can to arm too.,600.24,603.3799999
"While Drew is, bringing out some tool bags, stowing them on the outside of the airlock, and also bringing some with him to translate up the truss as well.",603.6,609.865
"Here Lucas proceeding up to meet the Canon arm too, where he will start configuring that for the start of his repair series.",611.224999,617.3
"From here, Drew will pass by, Luca, head all the way out to AMS to the Express Logistics carrier too, where he will start setting up bags.",620.9,629.365
Drew will make several trips between the airlock and the express logistics carrier in order to bring all the tools for the repair out to the worksite and have them staged and ready for what Luca's arrival with the SSRMS.,629.585,639.5
"So here, Luca will be setting up that with extender, followed by the articulating portable foot restraint, which will give him the reach necessary to on the repairs on AMS since there are no handrails currently installed on that payload for repair activities.",642.335,655.93
"Once Luca has his tool bag and is on the end of the SSRMS, he will fly a sweeping range of motion that will take him well over top of the ISS, where he'll get a great view of the space station, and then it will take lots of video and photos that we can use to keep an eye on the state of the station.",660.245,677.59
