Sentence,Global start,Global end
This spacewalkers will be removing existing nickel hydrogen batteries and replacing them with new lithium ion batteries that arrived on a Japanese cargo ship in May.,4.5977,15.03124
The batteries store electricity for one of the for one pair of the station's solar arrays and the swap will upgrade the station's power supply capability.,15.3099,23.68596
The batteries will store power generated by the station's solar arrays to provide power to the microgravity laboratory when the station is not in sunlight as it circles earth during orbital night.,24.6049,36.7277
"This spacewalk today marks the two hundred and twenty eight spacewalk in support of international space station assembly, maintenance and upgrades.",49.318863,56.57548
And the first space walk for expedition sixty three.,57.10496,60.123703
This will be the seventh space walk for station commander Chris Cassidy His six previous spacewalks bring his total time to thirty one hours and fourteen minutes.,60.703163,69.29762
The spacewalk today will also be the seventh for NASA astronaut Bob Behnken.,69.91706,73.5355
His previous six spacewalks bring his career total time to thirty seven hours and thirty three minutes.,73.99482,79.492325
"Back in the airlock, you've been looking live into the equipment lock section of the Quest airlock where the crew is suited up running through some final procedures before venturing out into the vacuum of space this morning.",89.93454,101.48752
NASA astronaut Doug Hurley on your left is the cruise suitably today backed up by Russian cosmonaut Yvonne Wagner.,102.10696,108.63322
You can see Chris Cassidy on the right of your screen.,127.92981,130.08873
He is designated as EV one today or extra vehicular crew member number one.,130.08873,134.90657
"Wearing the suit, wearing the red stripes, which you can see on his legs at the bottom right side of your screen.",135.1449,140.28258
"And on your left, Bob Behnken, who is designated as EV two today or extra extra vehicular crew member number two wearing the suit with no stripes.",140.7421,149.48758
"Three, two, one.",154.11479,156.73373
Begin exercise.,157.07332,157.97311
And that's the Tenth Cycle.,160.7115,162.60942
This will be our last cycle.,162.60942,164.02896
"The two will be making their way to the far starboard truss of the International Space Station, both today and again next Wednesday, July first.",164.60841,171.435
To replace aging nickel hydrogen batteries on the first of two power channels for the S6 truss with new lithium ion batteries and their associated adapter plates.,171.95474,182.8482
"Again, the battery store power collected from the main solar arrays and distributed throughout the station The new lithium ion batteries that will be involved in the space walks today and next Wednesday.",183.78748,204.58694
"And again, in the mid July time frame, we're carried to orbit on the last of the Japanese cargo ships, HTV nine, on a pallet that is currently staged at the end of the space station's robotic arm so that the batteries and their adapter plates can be removed from the pallet that they were brought to orbit on for installation into the integrated electronics assembly on the s six Trust.",205.32632,226.18498
So nine of the twelve older batteries that will be removed from the S six Trust will be put back on that external pallet for later jettisoning.,235.55984,242.81647
The remaining three will remain on orbit due to space limitations.,243.31499,246.17381
These battery power upgrades began in January of twenty seventeen with a pair of spacewalks for the starboard four Trustpower channels.,265.2825,273.27728
"They continued in March of twenty nineteen with a pair of spacewalks locks for the port four Truss power channels and most recently continued in October of last year, with four spacewalks to upgrade the power channels on the port sixth truss of the station.",273.61685,286.6696
"Again, today, the crew is going all the way to the other end of the truss to begin work to finish these power upgrades.",287.40897,292.78653
"Again, each lithium ion battery and its associated adapter plate replaces a pair of older nickel hydrogen batteries for the circuit that is required to complete the power routing through the various systems for the station for each truss segment.",317.70184,331.74353
"So in all, when the work is completed within the next month of forty eight, older nickel hydrogen batteries will have been replaced by twenty four new lithium ion batteries.",332.20306,341.3977
"Space Walk Officer, Sandra Moore, for the series of spacewalks that we're beginning today, narrated an overview of what you'll see throughout the spacewalks today when Cassidy and Bacon venture out into the vacuum of space.",358.6277,370.79062
Let's take a look This EVA begins the one bravo power channel upgrade.,370.79062,376.25797
Chris wearing the red striped Egress's first He sets up their tether anchors away from the airlock to enable them to go farther outboard.,376.95737,385.92227
"Then Bob wearing the white strip, grabs his foot restraint and follows outboard.",386.5817,391.28876
"Chris picks up his foot restraint on the cedar cart, and heads to the external pallet or EP.",392.54788,399.20358
The external pallet is held by the robotic arm and houses the new batteries launched from Japan on HDV nine in May.,401.18234,409.9972
Chris sets up his tools and prepares his worksite.,411.395,415.25333
"Bob translates to the s six Integrated Electronics Assembly, or IEA, which will be his main work site throughout the EVA.",416.5924,425.06693
The IEA houses the better and hardware for the one b solar arrays and power channel.,425.52646,431.14343
Chris will join Bob and they work together to finish setup.,431.48303,434.6501
"First, battery from slot number one is retrieved.",435.60962,438.5484
"The crew needs to release torque with a ratchet, Then use the pistol grip tool or PGT to complete the release of the bolts.",439.64758,447.38278
The large battery is removed and the crew worked together to move it over to the EP for disposal.,449.00174,456.38724
"Chris ingresses the foot restraint, and the crew worked together to install the battery in empty slot x.",458.96497,465.70184
Then the arm maneuvers to place Chris in front of the first new battery in slot a after placing scoops to create handhelds.,466.20135,474.0171
The crew will remove the battery and translate it back to the truss and install an empty slot number one.,474.96497,482.30154
"Throughout the EVAs, Bob will need to move his foot restraint to reach each battery.",488.30826,492.9662
"Next, the battery in slot two is removed and translated over to the pallet.",494.82437,500.60175
"At the EP, Chris is in a foot restraint and places the battery on his BRT or body restraint tether.",503.12885,510.0656
Chris will release the adapter plate launched underneath the battery.,510.26505,513.7236
"Like with the batteries, he has to use the ratchet to release the high torque, and then PGT to fully release the bolt.",514.0632,520.39923
Chris removes the adapter plate to hand a bulb.,522.8178,525.4367
BOG translates back to the truss to install the adapter plate in open slot two.,527.76465,534.1017
"At the same time, Chris is putting the old battery in the slot he had just indeed for disposal.",534.4699,539.52765
"Together, on the IEA, they made a case will be trained the adapter plate and the new battery to complete the circuit.",540.62683,547.0534
"With one of the three battery pairs complete, they move to slot three to the next OLED battery.",547.87274,554.4096
This battery will be stowed on the adapter plate and slot two where it is no longer needed to function.,555.22894,561.0851
Bob and Chris returned to the pallet to retrieve battery b.,562.9839,567.4819
"They repeat the steps to release the bolts, translate back to the truss, And together, install an empty slot number three.",569.32983,581.2031
"At this point, Bob and Chris began cleanup on the first of the two one bravo battery channel EDAs.",584.4498,590.707
"They also prepare for the next EVA, including moving foot restraints, securing tools and bags where they",591.7147,600.0
Will be needed.,600.03998,600.8998
"Once the work site is clean, Chris translates from the end of the s six truss.",601.0394801,606.8968
Pausing to reconfigure their safety tethers on the return to the airlock.,611.06374,615.36184
Bob follows for ingress.,620.27776,621.81724
Completing power channel one bravo EVA one.,623.494661,627.592861
"So again, the primary tasks for today as illustrated in that animation are to remove three existing nickel hydrogen batteries and replace them with two new lithium ion batteries.",631.849682,641.65436
The battery store electricity for one pair of the station's solar arrays.,642.0739,645.81228
"Cassidy and Hurley will also be installing an adapter plate to complete the circuit to the new batteries and relocating the nickel hydrogen batteries, two of which will be moved to an external platform for future disposal.",646.19184,658.215683
"And back in the Quest Airlock, you can see the crew is starting to wrap up its spacewalk preparations, having completed a round of light exercised to purge nitrogen out of their bloodstreams, preventing decompression sickness from occurring once they step out of the airlock a short time from now.",659.484703,674.99582
"Again, in your view now on the right is NASA astronaut Doug Hurley, and he's the cruise suit up lead for today backed up by Russian cosmonaut Yvonne Wagner, who is in the left field of view.",695.20294,707.31648
"Back in the International Space Station Flight Control Room, the Orbit two team is on console ready to execute the space walk under the direction of flight director Royce Rinfu.",849.38937,858.0453
"To his right at the Capcom console is the ground IV for today's spacewalk, Jasmine Montbelly, who essentially serves as a spacewalk communicator talking directly to the two space walkers from start to finish of the spacewalk today, helping them choreograph the tasks and procedures.",858.77466,873.38736
And to her right is Capcom or capsule communicator to Saint Jocke of the Canadian Space Agency.,873.64697,879.0741
You'll hear him communicating with the crew all the way through depressurization this morning.,879.53363,883.67178
"Back in the equipment lock section of the Quest airlock, the crew is suited up running through some final procedures before venturing out into the vacuum of space this morning.",920.34998,928.76602
You can see Chris Cassidy on the right of your screen.,932.38345,934.66232
He is designated as EV one today or extra vehicular crew member number one.,934.66232,939.25
"Wearing the suits, wearing the red stripes, which you can see down there on the bottom of your screen on his legs.",939.52985,944.46765
"And on your left, Bob Behnken, who is designated today as EV two or extra vehicular crew member number two wearing the suit with no stripes.",944.96713,953.1424999999999
"And, lock, we're pausing the into three brief clock at GMT ten seventeen.",978.1179500000001,983.69543
Copy.,989.0624700000001,989.5624700000001
And you just heard the voice of NASA astronaut Doug Hurley.,997.3777,1000.2962299999999
"Again, he's the cruise suit up lead for today.",1000.2962299999999,1002.63495
He's in the middle of your screen now backed up by Russian cosmonaut Yvonne Wagner toward the bottom left side of your screen.,1002.87482,1008.8121
Houston airlock on one.,1129.90906,1131.8084
The extended medox canisters attempt to go to node one.,1132.028,1136.415
Serial numbers eighteen and twenty two in their both caps.,1136.45496,1139.35376
Okay.,1142.69183,1143.0116600000001
Copy all.,1143.0116600000001,1143.4299999999998
SNL lock pre breathe into pre breathe lock restarted at ten twenty one.,1208.06482,1213.84218
Ten twenty one.,1215.26992,1216.32964
"Gents, next is the manual leak check.",1225.2037,1227.36262
"So check your suit pressure status, please.",1227.36262,1230.22144
K.,1242.084717,1242.28462
Let me know when you're stable.,1242.28462,1243.524
"Four point two to four point four, please.",1243.524,1245.743137
We're complete with the METOX layout change up procedure going back to step fifteen and one decimal two two five.,1372.00471,1379.58118
K.,1385.95747,1386.23734
Copy and concur.,1386.23734,1387.07692
We'll see you back in one decimal two two five.,1387.07692,1389.2960699999999
"And that call down you just heard from Doug Hurley, And a response from Capcom or capsule communicator David St.",1410.17299,1423.15608
Jocke.,1423.15608,1423.6350400000001
"Again, you'll hear him communicating with the crew all the way through depressurization this morning.",1423.715,1428.0131000000001
And the Jetpack now in labor ten one five for EV one.,1469.6474600000001,1476.3132
Yeah.,1482.39987,1482.5998
It's affirmative.,1482.5998,1483.29968
