Sentence,Global start,Global end
"Good morning from the International Space Station Flight Control Room here at the Johnson Space Center in Houston, Texas, and welcome to Mission Control as we begin our coverage today.",6.16,16.735
Of US spacewalk eighty seven.,16.84,18.94
You are looking live inside the equipment lock of the Quest Airlock of the International Space Station.,20.28,25.66
As two astronauts prepare to venture outside the Quest airlock a short time from now.,25.965,31.425
"On your screen, you see on the left is NASA astronaut woody Hoberg, and on the right is NASA astronaut Steve Bowen, who will be today's Spacewalkers.",33.21,42.795002
"Bowen is wearing the space suit with the red stripes on it, and Again, Bowen is on the right side of your screen and will be wearing that space suit with the red stripes, and Hoberg is on the left and is wearing the unmarked suit today.",46.935,69.405
"Today's spacewalk is expected to last about seven hours, the focus of which will be on the starboard truss of the international space station to install and monitor the deployment of one of the Irosa's or ISS roll out solar arrays.",77.314995,91.84
Which arrived on the SpaceX cargo Dragon resupply craft on Monday to the International Space Station.,92.425,98.845
Today's Facebook is the two hundred and the fourth in support of space station assembly maintenance and upgrades.,104.950005,111.505005
"This will be the ninth spacewalk for NASA astronaut, Steve Bowen, and the first Spacewalk for NASA astronaut Woody Hoberg.",112.525,119.73
Today's spacewalk will be the seventh Spacewalk in twenty twenty three and the fifth spacewalk for Expedition sixty nine so far.,121.55,129.445
What you're seeing on the screen here is the crew as they continue to step through procedures ahead of stepping out of the airlock a little later this morning.,137.7,145.565
"Right now, they're completing in suit light exercises.",146.505,150.205
You can see them moving their legs and hands slightly.,150.425,153.40501
These movements help acclimate the crew's bodies to the lower pressure of the spacesuit and purge excess nitrogen from their blood slowly.,156.56999,164.82501
This is required to avoid getting the bends or decompression sickness.,165.285,169.145
"Earlier this morning, the crew worked through procedures to pre breathe a hundred percent oxygen in order to purge that nitrogen from their body as well.",171.40999,178.725
Please exercise.,186.12,187.01999
Rest one minute.,187.23999,188.29999
"So, again, today's spacewalk will see the crew members working to install the fifth Irosa.",205.35,210.97
"To the International Space Station, this IRosa will be on the one a power channel on the starboard truss of the International Space Station.",211.725,219.185
"And on June fifteenth, we'll have an additional spacewalk to install the array on the one b power channel.",221.09,226.87
"These new arrays are sixty feet long by twenty feet wide, and share a little more than half of the original arrays, which as you can see in this graphic here, may lie over top of them.",230.255,241.75
Each new IRosa will produce more than twenty kilowatts of electricity.,242.845,246.86499
"And once all Resume exercise, cycle ten.",247.245,250.36499
This is the last cycle.,250.36499,251.825
"And once all those IRosas are installed, it will enable a thirty percent increase in power production over the station's current arrays.",256.47998,264.69498
Continuing to get some good views of the crew onboard the International Space Station as they step through those in sight.,288.52,294.69998
In suit light exercise activities.,294.915,297.17502
Station Houston on space to ground one.,308.785,311.445
No action on that last caution grounds checking it out.,311.585,315.605
"Session copy is no action on that or, question, message And now coming into frame is NASA astronaut Frank Rubio, who has been helping the crew step through their procedures and get suited up this morning.",320.93,393.075
Rubio is in the midst of long duration space flight by the time he lands this September.,408.235,412.875
"He will have spent the longest single time in space by an American astronaut, having accumulated three hundred and seventy one consecutive days aboard the International Space Station.",412.875,423.0
"Station Houston, space to ground one.",435.61002,437.69
Just more word on that last and able to caution.,437.69,440.19
"It was dealing with an s one two MDM, but no impacts to the EVA ground is still investigated.",440.60498,447.745
