Sentence,Global start,Global end
"Good morning, and welcome.",9.565,10.925
This is Mission Control Houston.,10.925,12.545
You're getting a live view right now the equipment lock section of the Quest airlock aboard the International Space Station.,12.764999,18.49
You can see the crew here getting ready to support the third spacewalk of the year.,18.87,22.425
Conducted by NASA astronaut Raja Chari and European Space Agency astronaut Matias Mar.,22.585,28.204998
Chari and Mauer are suited up and getting ready to exit the station's Quest airlock for a six and a half hour space walk to replace hoses on the radiator beam valve module.,28.904999,38.45
And make other upgrades to the station as well.,38.685,40.945
"We'll get into more detail about their space watching, walking tasks in just a minute.",41.005,45.025
"Charari is wearing the space suit with the red stripes, so you can see him getting outfitted for his SAFER unit now.",54.675,60.934998
Maurer is on the unmarked space on the left of your screen.,61.554996,65.020004
"Again, we're in the equipment lock section of the Quest Air Lock aboard the International Space Station now, and soon our spacewalkers will be moved into the crew lock on the other side of the door behind them.",65.32,75.435
We're gonna be talking a lot today about the radiator beam valve module.,76.135,79.835
"Essentially, the space station has six radiators with two radiator beam valve modules each, so twelve total.",80.23,86.25
"The radiator beam valve module or RBVM, as you might hear it here, as you might have hear it referred to, is a box that allows ground control, the ground to control the ammonia flowing through the radiators to cool the space station.",86.71001,100.159996
They work similar to how your car raider radiator cools the engine.,100.7,104.159996
One of the hoses that connects the radiator to RBBM was found to be leaking about four years ago and was sent back to Earth for repair.,104.78,112.235
"It was flown back to the station, and our spacewalkers will install it again today.",112.535,116.235
"So Chari and Mar are in their extra vehicular mobility units or EMUs went out on Spacewalk, these suits provide life support and communications to the astronauts who wear them.",138.59,148.835
"The safer unit is what's being attached to the back of the space suit, and that's what Hari and Mar are getting outfitted with now.",149.695,156.49
Safer is an acronym that stands for simplified aid for EVA Rescue.,165.655,169.19499
The SAFER units are a bit like a jet pack.,169.51,171.67
They're worn during space fox as a precaution only.,171.67,174.56999
They're only used in the unlikely event that the or not sort of become untethered from the space station.,175.03,180.175
You'll hear all throughout the coverage.,180.395,182.075
Our ground IV Stephanie Wilson today asking the crew to check on their tethers and make sure that all is good there.,182.315,187.375
"However, if they were to become untethered, the astronauts would use their SAFER units to propel themselves back to the space station.",190.69,196.71
"Today's space walk comes just eight days after the space station's previous space walk on March fifteenth, NASA Kayla Baron and Rajatari dawned their space suits and went outside to prepare the space station for future installation of roll out solar arrays.",337.78998,350.79
It was Charlie's first spacewalk clocking in at six hours and fifty four minutes.,351.35,355.45
"Today, the honor of first spacewalk goes to Matias Mauer.",355.59,358.49002
You may hear Mauer referred to as EV two and Charlie as EV one by our ground IV Stephanie Wilson today.,358.935,364.715
Charry is with the red striped suit on the right of your screen getting outfitted with his SAFER unit.,378.035,383.495
Mars is to the left.,384.195,385.495
"NASA astronauts, Tom Marshburn and Kayla Baron are wearing the blue shirts.",386.16998,390.25
You can see Kayla Baron helping out Rajatari get a safer unit on on screen now.,390.25,395.765
Center of your screen.,395.92502,397.225
"Tom Marshburn should be seen floating across your screen as well, Tom Marshburn is the suit IV.",398.005,405.04
Kayla Baron is his assist today.,405.26,407.2
"That means that they helped Mars and Chari put their space suits on and conduct a leak check, chaplin's few moments ago, and other system checks before helping our space walkers through the hatch and into the crew lock.",407.66,418.375
"Once our space walkers step outside, Marshburn and Baron will continue to support today's operation at the controls of the station's robotic arm.",420.97,427.95
Tom Marshburn is on screen now assisting Kayla Baron with our space suit at Rajatari.,432.295,438.3
Tari is now moving to the crew lock section of the Quest Airlock.,438.59998,442.3
"The crew began their day just after midnight central time today, but the crew been preparing for today's spacewalk all week long.",477.37,483.345
"Chary, Marshburn, Baron, and Mar, had conference with the spacewalk officers on the ground on Friday and Sunday to go over procedures on Monday, Chari and Mar have the opportunity to practice with some of the connectors that they'll be working with today and configure the tools that they'll be meeting with them today.",483.64502,500.01
"Yesterday, Chari and Mara prepped the equipment lock that Mars is in now, and all format with the spacewalk officers.",500.445,507.005
You have video conference one last time.,507.005,509.265
"Earlier today, before the space walking astronauts got outfitted into their space suits, they wore masks that allow them to breathe pure oxygen to purge nitrogen from their bodies.",578.14996,587.955
"Earlier today, just before our coverage began, they completed another portion of their pre breathe exercise known as in suit, light exercise, or aisle.",588.495,596.87
This time in their space suits.,597.57,599.27
This exercise involves moving their arms and legs.,603.52,606.2599998
"As part of the exercise, these movements increase their metabolic rate and continue to help purge excess nitrogen from their blood.",606.3199997,613.514999
Doing so causes the space walking astronauts to avoid getting the bends also known as decompression sickness.,613.974999,620.78
"If you've ever gone scuba diving, you may be trained on how to avoid the bends while diving underwater as well.",621.08,625.66
Just like our astronauts when they go into the vacuum of space.,625.775,628.595
That's a device you see on the left of your screen is the safer unit.,632.850002,636.31
Looks like European space agency astronaut Matias Ma is getting outfitted with his now.,636.37,640.79
You're getting a live view now of Mission Control.,697.1800000000001,699.92
You may be familiar with the term CAPCOM or capsule communicator.,700.46,703.44
This is the person in Mission Control who talks to the astronauts in space.,704.06,707.494995
"But when there's an operation like a spacewalk, this job is actually split into two.",707.5550000000001,711.575
"In this case, the Capcom is communicating with the astronauts inside of space station, while Stephanie Wilson, our ground IV is communicating with our space walkers today.",711.795,721.03999
You'll likely hear her voice many times during today's coverage.,721.17999,724.0
Alex Conalaikos is serving as CapCOM for the rest of the crew.,724.915,728.375
Paul Kanye is the flight director overseeing today's spacewalk.,728.515,731.49501
We'll be taking your questions during our coverage today.,740.585,743.065
"So if you have a question about what you're seeing, please head over to Twitter and submit your question using hashtag ask NASA.",743.065,748.47
And we'll be monitoring throughout today's spacewalk.,748.55,750.73
"We're back in the Quest airlock of the International Space Station with NASA astronaut Tom Marshburn on the left in wearing the blue, Kayla Baron in the blue on the right, outfitting European Space Agency astronaut Matias Mauer into his SAFER unit, and then moving him into the crew lock so that depressurization can begin.",779.5849900000001,797.955
We expect this to happen in about less than ten minutes.,798.2,800.94
"Our flight director, Paul Kanya, just issued a go no go poll for depressurization.",827.67499,831.935
He'll be pulling the room here in mission control.,832.4749899999999,834.9749899999999
As well as our spacewalk officers and all supporting today to make sure that we are go for their depressurization.,835.0,839.8199999999999
That poll will begin momentarily.,840.76,842.06
"Matias Marin, this space suit, front and center with no stripes on it, unmarked, is making his way into the crew lock section of the Quest airlock.",987.855,996.75
This is the next step until we go for depressurization.,999.475,1002.375
The pounds per square inch or psi that we experience here on the ground is about fourteen point seven.,1003.635,1009.29
"At normal operating pressure, the space suits are pressurized to about four point three psi.",1009.5899999999999,1014.0899999999999
That's about what you'd experience if you were standing at an elevation of thirty thousand feet.,1014.335,1018.995
"When astronauts go into the crew lock, we'll be able to give update as the pressure steadily goes down, and then we expect them to pause for a link check at about five PSA.",1019.375,1028.26
Dylan?,1077.0,1077.5
Please face who's this on radiator valve beam module.,1358.95,1364.465
These hoses about ammonia through the station's heat rejecting radiators to keep systems at the proper temperature.,1365.005,1370.545
"Back in twenty seventeen, NASA found that ammonia was leaking and that the jumpers were the likely culprit.",1371.07,1376.05
"So in March of twenty eighteen, almost four years ago today, astronauts drew Foystel and Ricky Arnold conducted a spacewalk to remove them.",1376.35,1383.545
The hoses have since made their way to Earth for refurbishment and are ready to be installed once again by Maru and Chari.,1383.7649999999999,1389.51999
"The duo will also complete a variety of other tasks, including installing a power and data cables to the Bartilomeo science platform and replace a high definition camera mounted on the outside of the space station.",1390.1399999999999,1402.835
Sandy Fletcher is our lead space walk officer in mission control today.,1403.25,1406.79
"And this animation, she'll tell you about today's events in more detail.",1406.93,1409.99
"EV one, with red stripes, and EV two, with white stripes.",1421.58,1426.16
Egress the crew lock with two bags.,1426.78,1428.95999
"EV two goes to the forward phase of the station, then port to a crew equipment translation aid.",1430.255,1437.955
Cart.,1438.1100000000001,1438.6100000000001
"EV two stows the tool bag, while EV one follows the same path.",1439.55,1446.29
"EV one, which we use a portable foot restraint, and installs it in the robotic arm.",1451.375,1457.44
"After EV one ingresses the foot restraint, the robotic arm operator, five sec crew member, to the most inboard port radiator beam valve module worksite.",1458.78,1470.85498
"Meanwhile, EV two follows the nadir handrail path and picks up a previous deployed cable reel bag.",1473.32,1483.345
"EV two deploys the ethernet cable along the handrails, then translates zenith to the camera port eight worksite.",1488.24002,1497.555
The end of the cable is pre positioned at the camera extension base for later in the EVA.,1499.135,1505.72
EV two retraces the path back to the crew equipment translation aid cart drops off the now empty real bag and takes a different bag to the US laboratory.,1512.475,1525.67
Module.,1526.055,1526.555
EV two takes a cable adapter from the tool bag and translate to the starboard income of the European Space Agency's Columbus module.,1530.2949800000001,1542.38
"EV two installs the jumper, which passes power and data from Columbus to the Bartolomeo external platform.",1546.2350000000001,1554.49
EV two goes to the Bartolomeo platform.,1556.06998,1558.88998
And closes several cable clamps on the zenith side.,1559.935,1563.395
This allows future robotic operations to install payloads on the platform.,1564.5749799999999,1569.53
"EV two, returns to the crew lock bag on the US laboratory module, and continues forward and port to the Japanese space agencies Kibo module.",1571.11002,1584.84998
"A section of the thermal blanket has flipped open, and EV two will close the flap and secure it to handrails with a wire tie.",1586.83,1595.945
V two returns to the bag on the US laboratory module.,1597.2050199999999,1601.97
"UV one installs two ammonia line jumpers, which were removed on an earlier EVA because of a small leak.",1608.135,1616.475
"Jumper were refurbished, leak checked, and reflown.",1616.94,1620.0800199999999
"After mating the jumpers fluid quick disconnects, EV one will make two electrical connectors, which will provide heat or power.",1620.94,1630.31497
"After completing the jumper task, the robotic arm operator flies EV one to the camera port eight worksite.",1632.59,1641.73502
B two meets EV one at the camera port worksite.,1644.6750200000001,1648.91
After retrieving the new wireless access port capable external high definition camera from the crew lock.,1650.01,1658.5749799999999
"The two crew members exchanged tool bags, After which EV two takes EV one's to a bag back to the crew equipped translation aid cart and stows it.",1659.675,1673.61502
EV two retrieves a different tool bag and translates to the port four integrated electronics assembly worksite.,1673.61502,1682.25
Several bolts on the four alpha side will be released and retorced at lower setting.,1683.35,1689.595
This will make any future robotics replacement operations of those equipment boxes easier to perform.,1689.975,1696.635
Then EV two rejoins EV one at camera port eight.,1697.7350000000001,1703.25998
"While EP two was retorquing the four alpha bolts, EV one replaced the existing external high definition camera.",1707.355,1716.0149999999999
With one that provides improved two way high data rate communications between external payloads and earth.,1716.22003,1724.855
"To ensure the new wireless access port cable, does not interfere with the new camera group's ability to pan and tilt.",1728.755,1736.76
The crew installs a strap to hold the cable in place.,1736.98,1740.635
EV two makes the wireless cable to the ethernet cable grouted earlier in the EBA.,1742.875,1750.75
"After the camera change out is complete, EV one is flown to the nadir side of station.",1760.005,1766.585
To the port radiator grapple bar worksite.,1767.0400399999999,1770.7400499999999
"EV one installs two T handle tools, which will allow the radiator grapple bar to be used in future EVAs.",1774.80005,1784.5349999999999
"EP one is then returned to the forward face of the space station, egresses the robotic arm,",1791.17004,1799.495
And returns the foot restraint to the port cart while EV one performs the t handle tool installation.,1800.0,1809.38
EV two translates to a panel on the f side of the truss.,1810.515,1815.415
EV two moves an electrical connector from a non functional connector to a cable which can provide power.,1816.035,1823.39
EV two then picks up tool bags and returns them back to the airlock.,1824.65,1832.165
"After EV two, retrieves another hardware bag from the crew lock.",1844.545,1849.364998
They translate slightly starboard on the forward face and manipulate three electrical connectors.,1851.63,1858.61
"Once that is complete, UV two routes, a power cable along the starboard nadir handrail path.",1863.395,1871.450005
"If you want, picks up the remaining tool bags, and depending on timing, returns to the crew lock, or assist EV two in routing the cable, zenith, to the pump module.",1879.745,1894.275
This completes the plan tests for the radiator beam valve module jumper install EVA.,1895.695,1903.28
Crew returned to the crew lock and ingress.,1905.82,1909.315
Section of the Quest airlock on the American side of the space station.,1919.350006,1922.65
Who you see on is Kayla Baron in the back of the equipment lock and Tom Marshburn.,1924.310005,1930.245
There are suit IV or suit IVs today.,1930.245,1933.33
"On the other side of the hatch, their astronauts Rajachari, M and T as Mar are inside the crew lock.",1933.97,1939.75
At six fifty seven.,1940.425,1941.625
"Our flight director gave the go for depressurization, and the pressure inside the crew lock is steadily going down.",1941.625,1947.385
It's at hovering at about nine right now and decreasing.,1947.385,1950.84001
"At five PSI, we will expect a momentary hold just to make sure there are no leak checks.",1951.38,1956.3600000000001
Mower and Charlie do have their microphones on.,1971.98001,1974.96
So you may be able to hear the crew in the crew lock on the other side of the wall there communicating with Tom Marshburn and Caleb Baron who you see on screen now.,1975.065,1983.005
Airlock Houston.,2055.87,2056.51
We copy good medox numbers.,2056.51,2058.37
The crew lock is now approaching almost six point five PSI.,2132.60498,2136.49
"If you're just joining us this morning, you're watching the third spacewalk of twenty twenty two where NASA astronaut rock Ratari and European Space Agency astronaut Matias Mar have suited up and are getting ready to exit the International Space Station.",2147.215,2159.4
"They're expected to spend about six and a half hours completing some maintenance tasks on the station's exterior, and their main objective.",2159.635,2166.295
Is to replace hoses on one of the stations radiator beam valve modules.,2166.65,2170.59
The crew lock is now inside six PSI.,2203.80002,2206.06
"Once the crew log reaches about five psi, the ground here the ground crew here in mission control will verify there are no leaks in either of the space suits.",2227.125,2234.34
"And if all goes well, as expected, depressurization can go down to can continue to go down to volume.",2234.4,2240.58002
"They'll do one more check and receive a go to turn their space suits on to internal battery power, which marks the official start time of the spacewalk.",2241.835,2248.495
"But before we that can happen, we're depressurizing the crew lock, which is now at about five point five PSI.",2248.8,2256.97998
"Astronauts, Kayla Baron and Tom Marshburn are on your screen now.",2285.7200000000003,2288.68002
"These are not our space walking astronauts, but our suit IVs, they're monitoring the depressurization as well.",2288.68002,2294.465
Yes.,2303.61,2304.11
"Take the depress pump, may I fill out to close.",2304.33,2307.62997
"And the deepest cut, manual isolation valve is closed.",2309.305,2312.28503
