Sentence,Global start,Global end
"Good day for mission control in Houston, and welcome to the International Space Station flight control room here at the Johnson Space Center in Houston.",0.64,7.46
"And our coverage of US spacewalk number seventy four to be conducted by Shane Kimbrough and Thomas Pesquet, a space walk that will begin the process of augmenting the power capability of the international outpost.",7.845,22.15
"At this hour aboard the the International Space Station in the Quest airlock, you see, with his back to the camera, Russian Cosmonaut Ali Novitzky, And on the left, NASA astronaut, Megan McCarthy, as they have worked, throughout the course of the overnight hours to help prepare Tomma Pescae of the European Space Agency who's on the right side of your screen and hidden from view at the moment, Shane Kimbro, on the left side of your screen, helping them to suit up in their US extra vehicular mobility units.",23.035,53.58
"They are in the equipment lock section of the two compartment quest airlock ready to begin what is expected to be a six and a half to seven hour space walk to install new solar arrays called Irosa's You'll hear that term, referred to throughout the course of our coverage today.",53.800003,70.329994
"Irosa, the acronym for ISS rollout solar arrays.",70.47,74.409996
"These new arrays are designed not to replace the legacy or older solar array wings on the station, but rather augment their power capability for the rest of the lifetime of the International Space Station.",74.90501,88.05
"Today's spacewalk will be the two hundred thirty ninth spacewalk in, support of ISS Assembly maintenance and upgrades, the seventh spacewalk to be conducted out of the International Space Station this year.",89.15,101.515
"The seventh spacewalk in the career of Shane Kimbro, who has accrued a total of thirty nine hours even on six previous spacewalks, He will be wearing, a helmet camera bearing, the number twenty two during the course of today's spacewalk.",101.92,117.585
Helmet camera number twenty two.,118.0,119.78
"And, this will be the third spacewalk in the career of Toma Pesquet, a former air France pilot, who is, with the European Space Agency, making his second flight into space.",120.0,130.63501
"His two previous space walks accrued a total of twelve hours and thirty two minutes of space walking time, he'll be wearing a helmet camera bearing the number twenty during today's space walk.",131.095,143.46
"The two, crew members will also, be wearing HD helmet cameras as well as the, standard helmet cameras that you have become familiar with over the course of spacewalking coverage.",143.695,155.62001
"That will provide more detailed looks, from the crew member's perspective as they conduct all of their activities in support of today's spacewalk.",156.16,166.24501
"The, orbit one team of flight controllers is on console at this hour as you look at an overhead view, looking at, Shane Kimbro, who is, again, on the left side of, the quest airlock equipment lock section.",167.585,183.44499
"Just over the shoulder of Toma Pesquet, who's on the right side of your screen, lower right hand side of your screen.",184.145,190.08499
"They suited up, with the assistance of Martin Vanderhide, NASA astronaut, and Megan McCarthy earlier in the morning.",190.49,197.47
"They, Megan McCarthy, will be operating the Canada arm too, the space station's robotic arm to transport Toma Peske, who will haul these new this first set of Irosa solar arrays, toward the work site on the far left side of the trust of the International Space Station.",198.33,219.875
"Today's worksite will be managed by flight director, Ron Spencer, and you'll be hearing the voice of Canadian space agency astronaut Jenny Siedy, who will be the so called ground IV capcom or essentially the spacewalk choreographer who will be, discussing, all of the procedures step by step with Pescae and Kimbro while they conduct their work outside of the Quest airlock.",220.255,246.85
"The crew, inside the Quest equipment lock has been breathing pure oxygen and conducting light exercise to increase their metabolic rate and increase the The dispersion of nitrogen out of their blood streams to prevent any condition known as the bends or decompression sickness from occurring when they step out into the vacuum of space.",247.39,271.125
"Today's spacewalk is scheduled to begin about an hour and a half from now at, seven AM central time eight AM East time.",271.345,278.81
"A US based space walk out of the Quest airlock is, measured, at the beginning from the time that the crew switches their suits to internal battery power until the time of repressurization when they're back inside the airlock at the completion of an EVA.",279.11,296.445
"The First pair of these new, ISS rollout solar arrays were delivered to the International Space Station just a week and a half ago.",302.88998,312.325
"With the arrival of the SpaceX cargo dragon vehicle that launched on a Falcon nine rocket from the Kennedy Space Center in Florida These, rollout solar arrays, again, do not replace the current, sets of solar arrays, but rather augment the power capability of the solar arrays.",312.43997,331.65
"The Irosa's, basically are an innovative new solar design that uses high strain one piece carbon fiber composite booms, the stored energy of the booms as they're rolled up.",331.94998,343.99
Provides the actuation for their deployment once a series of bolts are released by the two space walkers during the course of the space walk.,344.47,353.69
"Once deployed, the booms will provide the array's structural stiffness and strength once they're tension, and, we'll roll out, to a length of about sixty feet.",353.965,363.665
"To augment, they'll be sitting adjacent to the current arrays on the p six trust.",364.76,369.96
The far port trust of the International Space Station.,369.96,373.82498
"The, two crew members will be working out at the p six trust.",374.60498,377.985
"This was the first trust segment, and the first set of solar arrays that were delivered to the International Space Station aboard the space shuttle endeavor in December of two thousand on the STS ninety seven mission that was commanded by former astronaut Brent Jet, in the forthcoming months, two additional pairs of Hyrosa solar arrays will be delivered.",378.205,403.31
"The next pair will be installed on the p four and s four star four truss of the station, and the final pair will be deployed on the s or starboard six truss and the starboard four truss six of the eight power channels, for the, international space station will have their power augmented by these new solar arrays.",403.69,426.535
"The, current solar array wings, the huge wings that you see.",429.235,433.72
"There are eight of them on the station too, for each of the photovoltaic power channels on the station, each of the, old legacy solar arrays have thirty two thousand eight hundred solar cells total assembled into a hundred and sixty four solar panels, the largest arrays ever, designed and deployed in space to convert solar energy into electrical power.",433.80002,462.33502
The normal electrical power output for each solar ray wing at the beginning of its lifetime was thirty one kilowatts for a total of some two hundred forty eight kilowatts of total power.,462.98,474.805
"These new solar arrays, the Irosas, that will, be installed for six of the eight power channels are designed, to provide, an additional twenty kilowatts of electricity, eventually totaling some one hundred twenty kilowatts in all of augmented power during orbital daytime.",475.345,494.625
"In addition, the remaining, uncovered solar array pair and partially uncovered original arrays will continue to generate some ninety five kilowatts of power for a total of some two hundred fifteen kilowatts of power for the rest of the lifetime of the International Space Station.",495.13,511.745
"This will accommodate more modules to be launched to the international outpost and, to provide the augmented power to the six power channels that have, through normal wear and tear over more than two decades of use have seen some degradation in power output.",512.27,531.68
"This, will bring the international space station back to an even more robust power capability than the original arrays were designed to provide.",532.14,542.265
"Kim Bro and Pesquet, interestingly enough conducted a pair of spacewalks together several years ago during expedition fifty, The first on January thirteenth twenty seventeen where they, worked, on, the most recently completed a set of battery replacements where nickel hydrogen batteries were replaced by lithium ion batteries on the international space station.",553.67,579.335
"They also, work couple of months later, during expedition fifty, going outside together on March twenty fourth twenty seventeen to the latching end effector at the end of the Kenneth arm two and to prepare the zenith port on the Harmony module of the International Space Station for the installation later on.",579.715,599.9049
"Of, the second of the two international docking adapters that are now used for commercial crew vehicles arriving at the International Space Station.",600.16,610.275
So they are familiar with each other.,610.415,612.495
"They have their choreography, Pat, and they're ready to go outside once again.",612.495,617.395
"To begin their third space walk together, the two hundred thirty ninth in the history of space station assembly maintenance and upgrades.",617.78,625.720001
"The clock's up on the wall here in Mission Control, counting back word, for a go for the depressurization of the, Quest airlock, before long, you see in this view, Mark Van Dehi, NASA, on the right side of your screen, Megan McCarthy, on the left, you'll see them attach, jet powered backpacks to the two space walkers, extra vehicular mobility units.",642.86,667.685
They're called SAFers.,667.685,668.905
That's the acronym for simplified aid for EVA Rescue Those are the jet powered backpacks that would be used in the highly unlikely event.,669.205,677.14
"Either of the crew members would become detached from the tethers, that hold them in place as they go about their work on the outside of the Quest airlock.",677.36,686.645
"They then, one by one, will be moved, into the outermost compartment of the two compartment quest airlock called the crew lock that you see Vandahai at the threshold of, that then will be followed by the closing of that hatch.",687.34,702.045
The two spacewalkers will hook themselves up to umbilicals inside the crew lock and await the the green light while the depressurization of the crew lock section brings it down to vacuum as the precursor to their placing their suits on battery power to mark the official start of today's spacewalk.,702.424995,721.865
Today's spacewalk is the first of two in the next four days.,740.06,743.92
"Five Pescae and Kimbro, they'll go outside once again on Sunday on father's day to install the second of the, two IRosa solar arrays that arrived on, the SpaceX cargo dragon vehicle about a week and a half ago.",743.98,760.05
"This first of the, two IRosa arrays will be installed to, service the so called two b channel of the p six truss of the International Space Station.",760.8499899999999,772.635
"The work that, they will conduct on Sunday will be the installation of the four B power channel arrays.",773.11,780.55
"And you can see in this graphic, how the ISS rollout solar array, these new arrays, look like when they're deployed adjacent, to the legacy arrays, which are about twice as long as the, new arrays And again, these are not designed, to replace the older arrays, but rather to augment the power generation for the International Space Station.",780.55,805.155
"Today's work will concentrate on the array to be installed on the two b channel, for the International Space Station.",805.155,812.4300000000001
"It's intricate work that involves a lot of loosening of bolts and a lot of, work with power, tools, high-tech, power tools, that the crew will have at their disposal.",812.4300000000001,825.9300000000001
We have about a seven minute animation narrated by the lead space walk officer for today's EVA Keith Johnson which he describes in detail what Pescae and Kimbrough will be doing once they move outside of the Quest airlock.,826.46999,840.635
"At the start of the EVA, EV one, Tomah Pescue comes out first, followed by EV two Shane Kimbrough.",842.59,848.53
Tomah translates up to the front face of the truck and translates outboard.,848.91,853.875
Tamaz is setting up what we refer to as safety tether anchors.,854.4150099999999,858.275
"At this point, he'll drop the her point for both he and Shane.",858.7350200000001,863.11
Shane will be retrieving an articulating portable foot restraint and putting his stowage bag onto it for translation outboard.,863.7299800000001,870.15
Taman makes his way out to the carrier that has the solar a stowed on it.,870.2049999999999,874.525
Shane follows along the truss and beats Taman at the carrier.,874.525,878.3050000000001
"The crew drops off, pistol grip tools, and bags, in preparation for releasing Irosa from the carrier.",878.365,884.9100000000001
Shane makes his way outboard onto the p six truss element.,884.9100000000001,888.21
And stows the articulating portable foot restraint that he'll be using later on in the EVA.,888.54498,893.7649799999999
Continue translating outboard to the very end of the truss and owes his stowage bag.,894.625,899.44998
"Toma prepares the Irosa by releasing the first hinge bolt, and stowing his pistol grip tool.",899.44998,905.525
"Tomma makes his way outboard and releases an anti rotation device, which keeps the primary bolt locked in place during launch loads.",906.485,914.82498
"Tomma retrieves, a handling aid for Irosa, we refer to this as a scoop.",915.55,920.13
"Meanwhile, Shane retrieves a crew lock bag and installs it on the lower support truss of the mod kit.",920.50998,927.5350000000001
"He retrieves another scoop, another handling aid, and installs it on the mounting bracket of the mod kit.",927.5350000000001,933.315
Shane retrieves one of the two sets of cables and pre positions them for future installation.,933.96002,939.1800000000001
Chane retrieves his pistol grip tool and makes his way back inboard to join Tomah.,940.685,946.3050000000001
Tamah prepares the release bolts down to the last few turns.,947.16498,951.14
Thman stalls one of the handling aids and makes his way back around Irosa.,951.9200000000001,956.26
"He changes out his pistol grip tool and makes his way down to the crew and equipment translation aid, or c to cart, and retrieves the foot restraint that he'll use on the end of the arm for his work with thyrosin.",956.80002,968.995
"Installs the foot restraint at the end of the arm, puts it in the right position, and ingresses the arm.",969.16998,975.27
"The arm then flies him into position, To drive two bolts that are on the boom deployment system.",976.05,982.855
"Once these bolts have been released, the booms can be moved outward, and this will help with the release of the solar a when it's eventually deployed.",983.315,991.4
Tuma drives two of the outboard launch restraint bolts that hold the tube in place.,991.78,997.24
And the arm maneuvers him for release of Irosa from the carrier.,997.44498,1001.94498
"Meanwhile, Shane makes his way over to the carrier and gets into position for Shane drives the last few turns on the release bolts, and now the Irosa solerae has been released from the flight support equipment.",1002.085,1015.50497
"He installs a handling aid, and Thomas is able to slide Irosa off of the carrier and remove it.",1015.565,1022.08002
"Meanwhile, Shane is keeping an eye on the whole system to make sure that Irosa does not come into contact with the RMS grapple fixture and away Tomago's with Irosa.",1022.08002,1030.845
"Meanwhile, Shane gets off of the carrier and translates outboard.",1030.905,1034.605
