Sentence,Global start,Global end
"Twenty one, to complete upgrades to the Columbus module of the space station.",12.455,16.475
"You're looking live into the airlock of the International Space Station, where NASA astronaut, Mike Hopkins, and Victor Gloverver, are preparing for today's spacewalk.",36.67,46.755
The crew is running about fifty minutes ahead of schedule this morning.,48.829998,52.37
"And as you can see here, NASA Ashena in the center of the screen, Victor glover, is getting his SAFER installed by NASA astronaut, Kate Rubins, and Jaxa, or Japanese aerospace exploration agency, Suichi Naguchi.",59.155,73.06
The safer or simplified aid for EVA rest you is essentially a jet pack that the astronauts wear when they perform spacewalks.,78.965004,86.15
Safer is worn as a cautionary measure in the unlikely event that an astronaut were to become untethered from the space station.,87.97,94.534996
"NASA astronaut, Mike Hopkins, who you can see above Victor in the suit with the red stripes, already has his SAFER on, and he's in the second portion of the airlock.",100.55,109.665
This will be Victor glover's first space walk of his career after arriving aboard the SpaceX crew Dragon resilience with Mike Hopkins in November.,122.14,129.715
During today's spacewalk Hopkins and glover will focus on completing cable and antenna rigging for the Bartolomeo science payloads platform outside of the European Space Agency Columbus module.,134.39,145.41501
The duo will also configure a KA band terminal that will enable an independent high bandwidth communication link to European ground stations.,147.07501,155.12001
"After completing these grades on the Columbus module, Hopkins and Glover will remove a grapple fixture bracket on the far port truss of the station in preparation for future power system upgrade.",157.82,168.655
"Based on updated guidance, Teams and mission control will now wear masks at all times while on console and supporting mission operations, except for brief periods of time to eat or drink.",190.66,201.39
As in my eye during today's spacewalk.,201.79,203.49
In preparation for today's spacewalk Spacewalk Officer Sarah Corona narrated an overview of the spacewalk today.,252.925,260.24
Let's take a look.,260.3,261.44
"US EVA coal upgrades is going to begin with EV one, egressing the Questair lock first.",266.70502,272.885
"The crew is going to be bringing out with them the Kalka, which stands for the Columbus KA band antenna.",273.52,280.42
This hardware is going to be installed on the Columbus module during this EVA.,281.22498,286.04498
EV one is going to translate out to the Columbus module via the translation path you can see here.,286.905,292.79
And we'll need to set up a few things at the work site before that installation.,294.13,298.23
"EV two is going to translate to an external platform called ESP two, where he is going to be ingressing the SSRMS, the robotic arm.",299.38498,309.50998
The robotic arm is going to be taking him over to the Columbus worksite with the polka So the crew members are gonna meet up at the worksite.,309.72998,319.355
They need to remove bolts that are on the Columbus panels.,319.895,323.995
Where those bolts are removed is where the co pay is going to be installed.,325.49002,329.99002
So they work together securing co pay to the Columbus module.,330.45,334.15002
"Once it is secure, b b two is going to route the cabling for that polka and plug it into the Columbus module.",337.865,347.41
"Meanwhile, EV one is going to head to the Bartolomeo form.",348.19,353.035
So Bartlemeo is an external platform in which payloads can be installed.,353.975,359.435
There are plants that need to be opened up in order to remove the cabling that needs to get routed in order to activate the bartle male form so the crew works together to get those cables routed and installed.,360.935,375.33502
EV one also needs to remove another set of labeling that is going to hook up an antenna for Barto La mayo that you can secure.,376.435,385.00998
"Once Barto Lomeo is complete, the crew members are going to go back to the polka and remove a cover.",386.31497,392.81497
So the cover was installed in order to protect the antenna during installation.,393.435,397.63998
"Since it's no longer needed, we are going to have EV two jettison that cover while he's on the SSRMS.",399.3,406.905
And once the activities are complete.,415.98,418.0
"At the Columbus worksite, both crew members meet back up at the Quest Airlock.",418.86002,422.80002
"They reconfigures some bags to take out with them for their next task, which is going to be out at the port most section of the space station trust.",423.565,435.08
They're going to be heading out to p six.,435.22,437.8
You can see the translation path here.,438.18,440.68
And the crew members are going to be removing an h fixture.,441.255,444.155
So this h fixture is not needed on the solar arrays.,444.615,449.035
So we're going to remove that h fixture.,449.25,451.35
Both of them are going to be removing one of them.,453.41,455.99002
And this plate is going to be removed because it's going to be where a future upgrade of the solar arrays is going to be installed.,456.85,466.16498
"So the plates are removed, put into a bag, and they will be brought back inside.",468.1,473.40002
After the EVA.,475.82498,476.805
"So once both crew members are complete with that, they both head back to the Quest Air and we have completed the plan tests for the UDA.",477.905,485.72998
"If there is some time at the end of the UDA, we will have some get aheads for the crew to perform.",485.94998,491.465
And those are the tasks you can look forward to during today's spacewalk.,502.15,505.93
Both Hopkins and glover now have their savers successfully installed and they're being moved through the equipment lock portion of the airlock as you see on the top of your screen into the crew lock section.,516.13,527.105
"In a short while, the hatch will then be closed behind them.",532.33997,535.39996
And the final preparations will begin to depressurize the crew lock all the way down to vacuum.,539.305,546.925
The spacesuits you see the duo wearing now are the EMUs.,567.52,570.98004
"And verified by both M and S, but we'll get it again Andy and Suici has checked.",576.97504,581.52
There is no water in either helmet.,581.52,583.62
Copy.,586.16,586.66
"You just heard a call from NASA astronaut, Kate Rubins.",590.255,593.235
