Sentence,Global start,Global end
Hear the alpha magnetic spectrometer on the space station's trust segment.,0.0,4.26
The alpha magnetic spectrometer was launched on space shuttle endeavor to the station eight and a half years ago to study dark and visible matter that can't be directly detected.,9.715,18.935001
"The goal of the alpha magnetic spectrometer has been for scientists to track down sources to help understand dark matter and the origins of the universe and over the last eight and a half years, the alpha magnetic spectrometer has collected data on over one hundred and forty billion cosmic ray events.",19.26,34.565
"But as with as with many items that are exposed to the harsh environments of space, the alpha magnetic spectrometer needed to be upgraded to continue data collection.",35.04,43.54
"You were looking live inside the station's Quest Airlock where two astronauts, NASA engineer, Drew Morgan, on your right, and Expedition sixty one commander, Luca Parmatano of the European Space Agency on your left are suited up, ready to begin the fourth and final planned spacewalk to repair the alpha magnetic spectrometer.",47.145,64.345
AMS began showing signs of age in two thousand fourteen when one of the cooling pumps stopped working on an and another one was found to have degraded.,71.28001,79.545006
"In March of twenty seventeen, researchers switched to the last fully functional pump to keep the science alive.",80.085,85.705
The AMS team realized they would need to take action to keep the scientific instrument going and enable the AMS to function through the lifetime of the International Space Station leading to the series of four spacewalks.,86.17,98.075
These spacewalks are considered to be the most complex of their kind since the Hubble Space Telescope.,98.775,103.675
The AMS was originally designed for a three year mission and unlike Hubble was not designed to be serviced once in space.,105.22,112.200005
"The work to prepare for the spacewalk, which began about four years ago, involved making, testing, and launching more than twenty new tools to the Space Station.",121.48,129.74
"Many specialized for specific specific steps of the spacewalk, such as removing the debris shield, which was done in the first spacewalk and tools to splice cooling lines, which was performed in the second space walk.",130.205,142.04
"These tools have gone through years of iterations and tests here on Earth by scientists, engineers, and ask or not.",142.18,148.02501
"The two Spacewalkers today, and for the series of these repairs, Drew Morgan and Luca Parmatano had seven training sessions in the neutral buoyant Labs dedicated to repair training for these alpha magnetic spectrometer spacewalks.",148.24501,160.88
For some additional background on the series of spacewalks that have been done to repair the alpha magnetic spectrometer.,170.51,175.97
The first AMS spacewalks set the stage with preparation work on November fifth teeth.,176.43,180.905
"During the six and a half hour space walk, Drew Morgan and Luca Parmantano successfully positioned materials, removed a debris cover on the AMS and installed handrails in preparation for the spacewalks to follow.",181.205,193.18
Pramatano and Morgan have completed several completed several get ahead tasks originally planned for the second spacewalk including the removal of the vertical support beam cover for the area that houses the eight stainless steel tubes.,193.64,206.81999
"Then the second spacewalk came just one week later on November twenty second, Parmetano and Morgan successfully cut those eight stainless steel tubes.",210.695,217.835
Including one that vented the remaining carbon dioxide from the old cooling pump.,218.09,222.26999
The crew members also prepared a cow a power cable and installed a mechanical attachment device in advance of installing the new cooling system.,222.65,231.095
"And the third spacewalk on December second, the crew successfully installed a new cooling system for the alpha magnetic spectrometer.",234.83,241.09
The crew completed the primary task to install the upgraded cooling system called the upgraded tracker therm thermal pump system or UTTS.,241.765,249.385
Completed the power and data cable connection for the system and connected all eight cooling lines from the AMS to the new system.,250.76,257.58
"The intricate connection work required making a clean-cut for each of the existing stainless steel tube tubes connected to the AMS, Then connecting it to the new system through a series through a process of metalworking known as Swaging.",258.295,273.11
"The astronauts also completed an additional task to install an insulating blanket, which will be which will be removed on the spacewalk today.",273.715,283.015
We're ready to copy.,284.0,285.13998
"During that third space walk, the flight control team on earth initiated power up of the system and confirmed it was receiving power and data.",286.88,294.095
K.,294.23502,294.39502
Copy.,294.39502,294.715
Good numbers.,294.715,295.375
"The spacewalks the spacewalk today marks the two hundred and twenty seventh spacewalk in support of international space station assembly, maintenance, and upgrades.",303.81998,311.52
And the third spacewalk of twenty twenty.,311.995,314.335
"This will be the seventh spacewalk for NASA astronaut, Drew Morgan, bringing his total Spacewalk time to thirty nine hours and thirty two minutes.",315.035,322.23
Morgan's Seventh spacewalk in a six month time span is a record for frequency by a US astronaut.,322.61002,328.935
"And the spacewalk today is the ninth spacewalk for the Expedition sixty one crew, which is more than any other increment in the history of the station.",328.935,337.38
"This spacewalk today will also be the sixth first station commander, Luca, Parmitano, of the European Space Agency.",338.24,343.86
His previous five spacewalks bring his career total time to twenty six hours and fifty three minutes.,344.57498,349.955
"Back in the airlock, you've been looking live into the equipment lock section of the Quest Airlock, where the crew is suited up and running through final procedures before venturing out into the vacuum of space this morning.",359.415,370.46
NASA astronaut Jessica Amir is the crew's suit up lead today backed up by Christina Cook of NASA who will serve as the robotics lead today controlling the robotic arm to to maneuver Drew Morgan around during today's spacewalk to various tight spaces and the work site on the starboard three trust on the International Space Station.,372.92,390.66
"Christina Cook, there in your near field of view, Today is her three hundred and sixteenth day in space.",395.995,402.21
"Again, Cook is serving as the robotics lead for today's space walk spacewalk She's in the final stretch of her long duration mission and currently sits in eighth place on the US astronaut all time endurance list.",402.21,413.895
Quick returns to Earth on February sixth and will land in seventh place on the US astronaut all time endurance list with the record for the longest seat the longest single space flight by a woman.,414.94,426.255
You can see Drew Morgan on the right of your screen.,435.715,438.035
He is designated as EV one today or extra vehicular crew member number one.,438.035,442.92
"Wearing the suit bearing the red stripes, which you can see there on the bottom of your screen on his legs.",443.08002,447.98
"And on your left, Luca Parmitano, who's designated as EV two, will be wearing suit with no stripes.",448.36002,453.645
"During the space walk today, Morgan and Parmatano will be running through series of procedures, including critical leak checks on the newly installed systems and the installation of thermal insulation on the upgraded alpha magnetic spectrometer.",467.90002,480.805
John Malarski has been the lead space walk officer for all of these AMS repair space walks.,481.49,486.55
We have a narrated overview of what you'll see throughout the space walk today when Morgan and Parmatino venture out into the vacuum of space.,486.61,493.415
Let's take a look.,493.415,494.55502
"Luca Parmatino and Drew Morgan, while we conducting AM EVA number four, the final EVA in the repair series.",498.21503,503.81
Drew Morgan will be the EV one Spacewalker in riding the SSRMS cannon arm too.,504.51,509.42502
Here you see him translating up the Cetus spur to prepare the cannon arm too for the EPA followed by Luca.,509.805,515.025
"The arm will be for them on the front of the truss, and they will set up with extender to extend the reach of the arm, as well as a particularly portable foot restraint that will carry through to the AMS work site.",516.605,525.68005
"Hud Drew is in crossing the arm, Luca will collect a bag full of MOI, and he will translate out, to ELC too and prepare the worksite in bags and tools forgers arrival, EMS.",541.7,551.955
"Drew will then flying up over top of the ISS past AMS to wrap the arm around behind and underneath of AMS to start the leak checks at the nadir work site, where two fittings will have leak checks conducted.",559.64,570.625
"Once Drew is at that works, I can peel back the ALI, exposing two fittings, and use the visual leak indicators to verify that they are leak tight.",587.815,594.9
Luca will meanwhile check six fittings at the VSP work site.,596.0,599.3
While,599.60004,600.0
Through flies up to the zenith side of AMS to remove the mud flap and a shower cap to expose the AMS new radiator system.,600.0,607.06
Luco and Drew also work together to install an MLI tent underneath of the AMS pump system to close out the former debris shield worksite.,616.01,622.83
"With the eight leak check, in the MLI installed, and those are complete.",624.17,627.785
"The crew will clean up ELC two, and Drew will start flying back to the airlock while Luca removes the foot restraint from ELC two two translates it back to the front of the station for future UPS.",628.164999,638.59
"Drew will fly from the zenith side of AMS, back over top of the trust back to phase one to deconfigure the arm.",655.66,661.665
"Once the SSRMS is deconfigured, and all the backs have been towed.",666.4449999999999,669.64
"If the crew has any remaining time, they'll, form some get a heads including some unfilter removals and battery get a heads to prepare for future EVAs.",669.64,678.7
"Assuming a successful spacewalk today, if all goes as planned, the AMS project office has forecasted a preliminary date for the reactivate reactivation of the instrument and the resumption of science by Wednesday, January twenty ninth.",685.995,699.295
"Again, that date is preliminary and subject to change.",699.435005,702.175
"Back in the International Space Station flight control room, the orbit two team is on console ready to execute the spacewalk.",714.095,720.035
Under the direction of flight director Emily Nelson closest to your screen here.,720.5,724.6
"To her right at the CAPCOM console is CAPCOM or capsule communicator, Ricky Arnold.",726.1800000000001,731.185
You'll hear him communicating with the crew all the way through depressurization this morning.,731.80501,735.905
"And the ground IV for today's spacewalk to his right is Jeremy Hansen, who will essentially serve as the spacewalk communicator, talking directly to the two spacewalk Spacewalkers from start to finish of the spacewalk today.",736.72,748.145
He'll be helping them choreograph the tasks and procedures.,748.205,750.9449999999999
Hansen trained extensively on all of the work associated with the MS repairs.,751.645,755.97
"And John Malarski on the EVA or extra vehicular activity console today, Again, he served as the lead space walk officer for our all four of these alpha magnetic spectrometer spacewalks.",768.04501,778.8499899999999
"Back in the Quest airlock, you can see the crew is starting to wrap up its spacewalk preparations.",789.91,794.17
"Having completed a round of light exercise to purge nitrogen out of their blood streams, preventing decompression sickness from occurring once they step outside the airlock a short time from now.",794.795,804.54
"Again, Drew Morgan on the right of your screen is designated as EV one today.",833.345,837.36499
"He'll be wearing the suit bearing the red stripes, and on your left, Luca Parmatano is designated today as EV two wearing the suit with no stripes, that'll be an easy way to identify the crew members throughout this space walk today.",837.58,849.4150099999999
"The crew members will also be wearing helmet cameras for the spacewalk, which will give us the same views that the two space spacewalkers will have as they conduct their tasks outside the Space Station.",850.115,859.87
"Morgan will have helmet camera number twenty, and Parmitano will have helmet camera number eighteen.",860.41498,865.07498
Those numbers will appear at the bottom of your screen when we begin receiving those views their helmet cameras.,865.375,870.1600000000001
So that'll be another way to identify the spacewalkers throughout the day.,870.1600000000001,873.69998
Good numbers.,877.0450000000001,877.765
Thanks very much.,878.005,878.905
"It's an airlock on one time for the resuming Annie pre breathe, ten forty six.",968.845,975.03
Copy.,977.25,977.65
Thank you.,977.65,978.39
"Again, the spacewalk today marks the two hundred and twenty seventh spacewalk in support of International Space Station Assembly, maintenance, and upgrades, and the third spacewalk of twenty twenty.",1135.205,1145.24
"This will be the seventh spacewalk for NASA, Drew Morgan, bringing his total Spacewalk time to thirty nine hours and thirty two minutes, Morgan seventh spacewalk in a six month time span is a record for frequency by a US astronaut, and the spacewalk today is the ninth spacewalk for the Expedition sixty one crew.",1145.62,1165.1
Which is more than any other increment in the history of the station.,1165.165,1169.5849600000001
"The spacewalk today will be the sixth first station commander, Luca Parmitano, of the European Space Agency, His previous five spacewalks bring his career total time to twenty six hours and fifty three minutes.",1169.96497,1182.05005
"These jet backpacks you see on the screen now are something that all space walkers wear carrying the acronym safer for simplified aid for EVA Rescue, space walkers wear these backpacks when they venture out as a precaution in the unlikely event that they would become untethered, they could propel themselves back to the safety of the International Space Station.",1221.6,1241.64
"Once those jetpacks are fixed to their space suits, Morgan and Parmatano will be moved through the hatchway.",1241.86,1247.254997
"You see at the top of your screen into the crew lock section, The hatch will then be closed behind them, and the final preparations for depressurization of the crew lock will begin from fourteen point seven pounds per square inch down to vacuum.",1247.635,1260.63
Which will be the final step before the crew conducts final communications and suit checks with the flight control team here in Houston.,1260.775,1267.035
"Jessica Meer and Christina Cook are now going to put the simplified aid for EVA Rescue or SAFER, pack onto the back of Drew Morgan's Space suit.",1379.03,1390.31
"The extravascular mobility units or EMUs are the suits that you see Morgan and Parmitano in now, and these suits essentially serve as an independent life support system, providing environmental protection, mobility, and communications for the crew members during their space walk.",1396.21,1410.87
Drew Morgan's SAFER backpack has been installed.,1713.1399999999999,1715.8
He has been moved through the hatchway into the crew lock section of the Quest Airlock.,1716.475,1720.815
"Next, they will install Luca Parmatano's safer backpack.",1721.355,1725.615
"Again, These safer jetpacks would be used in the highly unlikely event that space walkers would become untethered during the space walk.",1725.675,1733.92004
And those jetpacks would give the crew the ability to then propel themselves back to the International Space Station.,1733.925,1739.7849999999999
Everything is still proceeding along the timeline for the start of today's spacewalk.,1800.0,1803.86
"Once Parmatano moves through that hatchway, now that Morgan is already in and it's closed, depressurization of the crew lock section of Quest will be done in a two stage fashion.",1805.04,1814.094999
"First, we'll take the crew lock down to five pounds per square inch of pressure They'll pause to do a systems check, and then they'll resume the depressurization all the way down to vacuum.",1814.554999,1823.6
"Once it reaches vacuum, the two spacewalkers, Drew Morgan and Luca Parmatano will conduct suit checks and communication checks with mission control here in Houston before they place their suits on internal battery power to mark the official start of today's spacewalk.",1824.060001,1837.075
